seller_id,seller_zip_code_prefix,seller_city,seller_state
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
8ed8ea9a57c862f2c18c2fe41f601d56,89030,blumenau,SC
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
3504c0cb71d7fa48d967e0e4c94d59d9,9350,maua,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
96493fab2fbb13a14d0c0e8772eef5c3,5537,sao paulo,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
0bf0150d5b9d60d9cd2906003332f085,1547,sao paulo,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
2138ccb85b11a4ec1e37afbd1c8eda1f,8250,sao paulo,SP
ef30892870c278497523264be1be2241,14801,araraquara,SP
f46490624488d3ff7ce78613913a7711,7194,guarulhos,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
f61c63d13f7cd800549d5acdd390ae72,18185,pilar do sul,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
252e76235acb79183cfca6e34f13337d,13090,campinas,SP
db4350fd57ae30082dec7acbaacc17f9,3126,sao paulo,SP
4324dd16853115efb0fd9d0d131ba6f4,13720,sao jose do rio pardo,SP
6426d21aca402a131fc0a5d0960a3c90,14091,ribeirao preto,SP
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
c092292535a57dacd95a8765f5518f87,26600,paracambi,RJ
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
04e38a233f726ef161074ab1c9b0399a,1239,sao paulo,SP
c03121937e54a93fcc1825c3098bbb6e,82800,curitiba,PR
5996cddab893a4652a15592fb58ab8db,19010,presidente prudente,SP
1690cada046eb7e92c12f98b1f8a8167,1303,sao paulo,SP
42b729f859728f5079499127a9c2ef37,3910,sao paulo,SP
47efca563408aae19bb7206c2d969ea9,64033,teresina,PI
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
6edacfd9f9074789dad6d62ba7950b9c,7135,guarulhos,SP
8d956fec2e4337affcb520f56fd8cbfd,9780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
d3dcf0604eabf0224fbd5948b5e02f69,3654,sao paulo,SP
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
ca3bd7cd9f149df75950150d010fe4a2,4361,sao paulo,SP
323ce52b5b81df2cd804b017b7f09aa7,3306,sao paulo,SP
20d83f3ef0e6925fd74bfd59170babf7,2804,sao paulo,SP
2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
c54679b132454625907c773d273d4126,11443,guaruja,SP
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
6560211a19b47992c3666cc44a7e94c0,5849,sao paulo,SP
718539d38d07dd351c76db862760e2e2,13088,campinas,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR
a420f60ff1aa9acc80d0e42959f2b313,5138,sao paulo,SP
8602a61d680a10a82cceeeda0d99ea3d,1001,sao paulo,SP
13fa2a6c6b9d0f43cb588d7c82117a12,3567,sao paulo,SP
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
6b536a23086fba0d58c08d68814397f6,24346,niteroi,RJ
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
966cb4760537b1404caedd472cc610a5,9920,diadema,SP
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
5bc55dbe2f12b6af6d83ed46023e0dc8,35170,coronel fabriciano,MG
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
ea8482cd71df3c1969d7b9473ff13abc,4160,sao paulo,SP
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
1c56ffe0e9dea2657fc6e95b53f40b13,13575,sao carlos,SP
e0a366315b1b726b6c7832d664c0f530,2258,sao paulo,SP
4e17c65a516f69d023a2ae78b84f28d6,8673,suzano,SP
18a349e75d307f4b4cc646a691ed4216,1319,sao paulo,SP
a72c2f59332659e361d647515c698798,95270,flores da cunha,RS
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
08061dc0fc165ed41288cc7acde738ee,6036,osasco,SP
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
439a47cc365d6e3bd526812ea9de3c29,8730,mogi das cruzes,SP
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
fdb9095204a334cd8872252ffec6f2db,3331,sao paulo,SP
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
aafe36600ce604f205b86b5084d3d767,88115,sao jose,SC
7357b52d27cbaa90f81a96cbc1279396,33400,lagoa santa,MG
f4c4daa86e30c7e5a553a8d518ac03a5,85801,cascavel,PR
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
41b39e28db005d9731d9d485a83b4c38,9220,santo andre,SP
001cca7ae9ae17fb1caed9dfb1094831,29156,cariacica,ES
2eb70248d66e0e3ef83659f71b244378,13101,campinas,SP
6061155addc1e54b4cfb51c1c2a32ad8,13043,campinas,SP
8b87cd0d43d49b9bdf40f56229364d59,4111,sao paulo,SP
c6bda72e4dbf5c5866b13cb1810c6d03,3087,sao paulo,SP
cd06602b43d8800bd0afad514919d35c,4119,sao paulo,SP
2e0dba2da448400b1c11d7b4b22f32a4,9070,santo andre,SP
9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
f4a04f7be452aa3bb31760bf00055dd0,9010,santo andre,SP
dbc22125167c298ef99da25668e1011f,37564,borda da mata,MG
56e361f411e38dcef17cdc2a3d99628b,7113,guarulhos,SP
d91fb3b7d041e83b64a00a3edfb37e4f,11704,praia grande,SP
688756f717c462a206ad854c5027a64a,7094,guarulhos,SP
c864036feaab8c1659f65ea4faebe1da,83605,campo largo,PR
ba143b05f0110f0dc71ad71b4466ce92,2274,sao paulo,SP
5f5b43b2bffa8656e4bc6efeb13cc649,4880,sao paulo,SP
6e864f5c4669eff3d98140a07cc50202,5639,sao paulo,SP
dbd66278cbfe1aa1000f90a217ca4695,5588,sao paulo,SP
63b464dbf392c7b80d12d932fa7cafed,2034,sao paulo,SP
7c67e1448b00f6e969d365cea6b010ab,8577,itaquaquecetuba,SP
91f0eec23d4a61d7d7caeefa3f0ad1ca,88704,tubarao,SC
01fdefa7697d26ad920e9e0346d4bd1b,86050,londrina,PR
43f8c9950d11ecd03a0304a49e010da6,6341,carapicuiba,SP
4bf2f4ee540798a61f9636d12cd9cc80,19814,assis,SP
9dda5bbacd45e18d6485fee649205d09,37540,santa rita do sapucai,MG
1d8dbc4f32378d715c717c1c1fc57bae,86706,arapongas,PR
bacb1f0ed56ad24198f5810d2b3fe9a5,12328,jacarei,SP
2156f2671501a81034d7d07f217609d0,4776,sp,SP
128639473a139ac0f3e5f5ade55873a5,87050,maringa,PR
25c5c91f63607446a97b143d2d535d31,35680,itauna,MG
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP
70c27847eca8195c983ed7e798c56743,20930,rio de janeiro,RJ
b839e41795b7f3ad94cc2014a52f6796,9541,sao caetano do sul,SP
a3b0df0065e264a91b7bbf5f844af5cd,9721,sao bernardo do capo,SP
0dd184061fb0eaa7ca37932c68ab91c5,7031,guarulhos,SP
ad273c9eb54ecb4532de4bf75bae9e4e,80420,curitiba,PR
559d56f3b8f0bc2e5a9a62fe2ce2a39f,89220,joinville,SC
2aa3443d7bf9d9bb11133f420d75e083,22713,rio de janeiro,RJ
c3867b4666c7d76867627c2f7fb22e21,14580,guara,SP
0bae85eb84b9fb3bd773911e89288d54,88301,itajai,SP
058fd0aa2bfdb2274e05e1ae971dabb6,9020,santo andre,SP
e88c9b79e592e370d6bd852eeefbf057,85501,pato branco,PR
acce39e832338debb07b02385cde5967,32110,contagem,MG
f262cbc1c910c83959f849465454ddd3,3564,sao paulo,SP
6338ea67c41078a46ad99cc009654956,95170,farroupilha,RS
65febd49fd28ec955651299159b1f527,3275,sao paulo,SP
06e5eefc71ec47ae763c5c6f8db7064f,91350,porto alegre,RS
2a6fbeaa7ab9e5d59a35841a8da71ce4,89259,jaragua do sul,SC
6860153b69cc696d5dcfe1cdaaafcf62,13360,capivari,SP
3cfa1358a6caa965278721344c8d76f2,9831,sao bernardo do campo,SP
6d66611d7c44cc30ce351abc49a68421,4378,sao paulo,SP
e48cc16ab70bfa09e1401740dce0b3d7,16022,aracatuba,SP
76d5af76d0271110f9af36c92573f765,3194,sao paulo,SP
cc419e0650a3c5ba77189a1882b7556a,9015,santo andre,SP
0df3984f9dfb3d49ac6366acbd3bbb85,32604,betim,MG
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
c4fb51fb1c5b7c07bc5e67be6e7e8f6e,80060,curitiba,PR
ce248b21cb2adc36282ede306b7660e5,89251,jaragua do sul,SC
7ad32824caee82087b3e2e5f33b1bf32,14940,ibitinga,SP
de722cd6dad950a92b7d4f82673f8833,51250,recife,PE
1b8356dabde1d35e17cef975c3f82730,3477,sao paulo,SP
52562a9f449c3dc3d53f5f5b9ed74903,59152,parnamirim,RN
54965bbe3e4f07ae045b90b0b8541f52,85851,foz do iguacu,PR
6039e27294dc75811c0d8a39069f52c0,6162,osasco,SP
f0b47fbbc6dee9aafe415a6e33051b3f,9360,maua,SP
06532f10282704ef4c69168b914b77be,87140,paincandu,PR
1127b7f2594683f2510f1c2c834a486b,13087,campinas,SP
bc47d5d1490df2b36add65d733eafaba,9163,santo andre,SP
c31eff8334d6b3047ed34bebd4d62c36,13322,salto,SP
b2ba3715d723d245138f291a6fe42594,3470,sao paulo,SP
b410bdd36d5db7a65dcd42b7ead933b8,74645,goiania,GO
31344c16881c08a8a72c6d2eb29918c1,36500,uba,MG
fcb5ace8bcc92f75707dc0f01a27d269,7032,guarulhos,SP
8931a84a914b3fe9b1ddaa4d704947ca,8410,sao paulo,SP
7ddcbb64b5bc1ef36ca8c151f6ec77df,4403,sao paulo,SP
bd0389da23d89b726abf911cccc54596,71691,brasilia,DF
855668e0971d4dfd7bef1b6a4133b41b,13257,itatiba,SP
1c68394e931a64f90ea236c5ea590300,87114,sarandi,PR
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
65b081a070633e057c462abdd6fb9dd8,75650,morrinhos,GO
edf96ef93ed595084bbcbd9224bd2894,1545,sao paulo,SP
6a8b085f816a1f75f92dbac6eb545f8f,14709,bebedouro,SP
f3295428338a40977a03f555246a70f4,29032,vitoria,ES
062ce95fa2ad4dfaedfc79260130565f,95913,lajeado,RS
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
bf84056e679dbe9c69929847a40e338f,2537,sao paulo,SP
1c129092bf23f28a5930387c980c0dfc,2972,sao paulo,SP
b01c2b7b8599b325103ebcddc67413e1,95800,venancio aires,RS
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG
602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
624f4ece8da4aafb77699233d480f8ef,5138,sao paulo,SP
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ
df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
834f3294fba9f932f56edc879193f925,14808,araraquara,SP
6fd52c528dcb38be2eea044946b811f8,8180,sao paulo,SP
4c2b230173bb36f9b240f2b8ac11786e,3933,sao paulo,SP
4e06067cc08b3f41d837768d392c3ee3,32604,betim,MG
e439f7176d763f92de325271111b2fd5,89219,joinville,SC
f00e21b1e91a79653163b7fd8f293ff1,37795,andradas,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
94e93ce877be27a515118dbfd2c2be41,15502,votuporanga,SP
8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP
9c7fd21e0aa159b20da593371f08ff7c,6180,osasco,SP
d921b68bf747894be13a97ae52b0f386,35570,formiga,MG
2528513dd95219a6013d4d05176e391a,6060,osasco,SP
1464afc72f696af775557a821c2e253f,28630,nova friburgo,RJ
77a515caa36327151d1cc6c32a9f00e1,9912,diadema,SP
5b179e9e8cc7ab6fd113a46ca584da81,5424,sao paulo,SP
16090f2ca825584b5a147ab24aa30c86,12940,atibaia,SP
e06f09ec0a4aca210779cf1cfc63cf19,4773,sao paulo,SP
213b25e6f54661939f11710a6fddb871,13321,salto,SP
56642bcb79900e777d68e91915cb4267,3701,sao paulo,SP
850f4f8af5ea87287ac68de36e29107f,4367,sao paulo,SP
0241d4d5d36f10f80c644447315af0bd,80330,curitiba,PR
5b51032eddd242adc84c38acab88f23d,37564,borda da mata,MG
8cc6a0e5738e61a87b03c78b2ba9db4b,37795,andradas,MG
729b2d09b2a0bdab221076327f13d050,17320,mineiros do tiete,SP
18e694e0e48ed6f7aa3f24aade5fd697,13224,varzea paulista,SP
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
9616352088dcf83a7c06637f4ebf1c80,87504,umuarama,PR
51702dc2a3e106c76dbff722b5bf0726,13835,conchal,SP
afa6714acee029b2dfdf357e5579cc03,13690,descalvado,SP
da8622b14eb17ae2831f4ac5b9dab84a,13405,piracicaba,SP
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
070d165398b553f3b4b851c216b8a358,3916,sao paulo,SP
4c8b8048e33af2bf94f2eb547746a916,14940,ibitinga,SP
88460e8ebdecbfecb5f9601833981930,87030,maringa,PR
7d76b645482be4a332374e8223836592,1511,sao paulo,SP
06a2c3af7b3aee5d69171b0e14f0ee87,65072,sao luis,MA
2e90cb1677d35cfe24eef47d441b7c87,2285,sao paulo,SP
d05ae8f7a5bd1d2a690a44cd079e4e27,22775,rio de janeiro,RJ
392353362d22cc2c236e1ee81ff19890,89069,blumenau,SC
2e1c9f22be269ef4643f826c9e650a52,4850,sao paulo,SP
00fc707aaaad2d31347cf883cd2dfe10,87025,maringa,PR
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP
f80edd2c5aaa505cc4b0a3b219abf4b8,3431,sao paulo,SP
562fc2f2c2863ab7e79a9e4388a58a14,13070,campinas,SP
5a8e7d5003a1f221f9e1d6e411de7c23,13076,campinas,SP
3bb548e3cb7f70f28e3f11ee9dce0e59,87040,maringa,PR
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
ce7d1888639e6fb06b2749cbfdac1ff7,37443,baependi,MG
a4b6b9b992b46e9ef863637af96e04bc,88090,florianopolis,SC
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
a673821011d0cec28146ea42f5ab767f,3809,sao paulo,SP
c8b3445d737de6befde0c88ede534a5e,5734,sao paulo,SP
11bfa66332777660bd0640ee84d47006,14085,ribeirao preto,SP
9d7a1d34a5052409006425275ba1c2b4,14403,franca,SP
a6fe7de3d16f6149ffe280349a8535a0,14401,franca,SP
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
c826c40d7b19f62a09e2d7c5e7295ee2,7133,guarulhos,SP
71dc18fd8cbf5fd77f45dd8b427abb34,82520,curitiba,PR
594f9aaa48e5bf431f011ddc5669b0d5,32185,contagem,MG
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP
4830e40640734fc1c52cd21127c341d4,3573,sao paulo,SP
72c5da29406b4234927b81855e7b64f6,7077,guarulhos,SP
4391ea5c5990502176a1dcda44a2373d,91910,porto alegre,RS
38e6dada03429a47197d5d584d793b41,4763,sao paulo,SP
b1a81260566c1bac3114a6d124413f27,99500,carazinho,RS
080199a181c46c657dc5aa235411be3b,6097,osasco,SP
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
8648b1e89e9b349e32d3741b30ec737e,12308,jacarei,SP
d50d79cb34e38265a8649c383dcffd48,8290,sao paulo,SP
f214d28e8d8e3ef068748498ccc2f813,3872,sao paulo,SP
ebd2d60905fb58271facef5596b620d3,18683,lencois paulista,SP
efcd8d2104f1a05d028af7bad20d974b,16012,aracatuba,SP
530ec6109d11eaaf87999465c6afee01,85807,cascavel,PR
a5259c149128e82c9d6d46e0c1c812bb,76900,ji parana,RO
0adac9fbd9a2b63cccaac4f8756c1ca8,13290,louveira,SP
04aba03279157f6d4e0fe8ccaf21963c,28470,santo antonio de padua,RJ
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
98dac6635aee4995d501a3972e047414,2030,sao paulo,SP
a49928bcdf77c55c6d6e05e09a9b4ca5,3017,sao paulo,SP
4305fe92735c8a43d154ff6dd2b8d927,35170,coronel fabriciano,MG
bd4889b5e9133b35b66e42a8665cea5c,2963,sao paulo,SP
23d7c96d4a1160db1c726b248601b25a,13360,capivari,SP
33a6f4b1e7cdc205511e76ba1b6e0186,7084,guarulhos,SP
7a67c85e85bb2ce8582c35f2203ad736,3426,sao paulo,SP
55029529919c0123526150bd26ca8f20,32280,contagem,MG
db2956745b3a8e9f3785c99f34b5d25e,11600,sao sebastiao,SP
edb1ef5e36e0c8cd84eb3c9b003e486d,25957,teresopolis,RJ
3361277dc30b7cccdb0c286b24219756,87015,maringa,PR
3c7c4a49ec3c6550809089c6a2ca9370,3804,sao paulo,SP
822bad9bc42b51213ba522fe87b7ab5d,88330,balneario camboriu,SC
48162d548f5b1b11b9d29d1e01f75a61,13403,piracicaba,SP
36a968b544695394e4e9d7572688598f,11010,santos,SP
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP
da7039f29f90ce5b4846ffc0fcc93beb,9041,santo andre,SP
4c03b9dd4c11ee2cb35c96c49efc9420,13232,campo limpo paulista,SP
ffff564a4f9085cd26170f4732393726,13070,campinas,SP
99a54764c341d5dc80b4a8fac4eba3fb,3273,sao paulo,SP
282f23a9769b2690c5dda22e316f9941,31573,belo horizonte,MG
a7f13822ceb966b076af67121f87b063,8577,itaquaquecetuba,SP
80e6699fe29150b372a0c8a1ebf7dcc8,83323,pinhais,PR
a2deecd5398f5df4987110c80a1972a3,5043,sao paulo,SP
c003204e1ab016dfa150abc119207b24,7790,cajamar,SP
5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
de23c3b98a88888289c6f5cc1209054a,5530,sao paulo,SP
2a61c271b1ac763450d846849783e922,9175,santo andre,SP
5dceca129747e92ff8ef7a997dc4f8ca,13450,santa barbara d´oeste,SP
3d871de0142ce09b7081e2b9d1733cb1,13232,campo limpo paulista,SP
bf0d50a6410d487dc97d2baac0a8c0be,13408,piracicaba,SP
51e4e89242cbb846c2deff3dc015650e,96203,rio grande,RS
86ccac0b835037332a596a33b6949ee1,89041,blumenau,SC
3340ef1913fb70d28420f6ceb685c339,87040,maringa,PR
b74d1c09cb380e1d03a6f859c6f4224b,20061,rio de janeiro,RJ
1bb2bdb95f4841f1bba2c0d2cd83d3c9,1257,sao paulo,SP
f4aba7c0bca51484c30ab7bdc34bcdd1,1031,sao paulo,SP
e9d99831abad74458942f21e16f33f92,3542,sao paulo,SP
eed78ac17f7f795a19a709745f00cd4e,18608,botucatu,SP
abcd2cb37d46c2c8fb1bf071c859fc5b,78020,cuiaba,MT
325f3178fb58e2a9778334621eecdbf9,6790,taboao da serra,SP
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC
1e8b33f18b4f7598d87f5cbee2282cc2,2066,sao paulo,SP
1da3aeb70d7989d1e6d9b0e887f97c23,4265,sao paulo,SP
5b67882648febfb6e1225e6ad7164f6b,87502,umuarama,PR
53e4c6e0f4312d4d2107a8c9cddf45cd,13920,pedreira,SP
527801b552d0077ffd170872eb49683b,17400,garca,SP
7202e2ba20579a9bd1acb29e61fe71f6,14401,franca,SP
0509040ea3fe50071181bbc359eb7738,31710,belo horizonte,MG
702835e4b785b67a084280efca355756,36046,juiz de fora,MG
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
8d79c8a04e42d722a75097ce5cbcf2ef,61658,caucaia,CE
ac3508719a1d8f5b7614b798f70af136,92030,canoas,RS
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
478bfe564db21eeb44386606aa30b650,33600,pedro leopoldo,MG
6f892e20a171e98efe17fdb971ff319b,8270,sao paulo,SP
abbf6046bbdf1028606a5bc7f00c99e7,89820,xanxere,SC
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ
54219883e72aad869adfb2a54b7bfa0f,18060,sorocaba,SP
3078096983cf766a32a06257648502d1,13720,scao jose do rio pardo,SP
b33e7c55446eabf8fe1a42d037ac7d6d,14850,pradopolis,SP
218d46b86c1881d022bce9c68a7d4b15,14070,ribeirao preto,SP
813348c996469b40f2e028d5429d3495,13206,jundiai,SP
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP
8e6cc767478edae941d9bd9eb778d77a,38442,araguari,MG
d25aa0aaacb370e912f8cf6efeba38b3,89108,massaranduba,SC
8b28d096634035667e8263d57ba3368c,12243,sao jose dos campos,SP
8f2ce03f928b567e3d56181ae20ae952,5141,pirituba,SP
d4e12e7884759a14fa0f5f896c791cae,2242,sao paulo,SP
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
900ba814c251a692506d7834c1218441,13328,salto,SP
8a32e327fe2c1b3511609d81aaf9f042,2443,sao paulo,SP
0d83f8e03188682112cc0d93523705cc,91150,porto alegre,RS
